Rk,Gtm,Date,...4,Opp,Type,ScoreRslt,ScoreTm,ScoreOpp,ScoreOT,TeamFG,TeamFGA,TeamFG_pct,Team3P,Team3PA,Team3P_pct,Team2P,Team2PA,Team2P_pct,TeameFG_pct,TeamFT,TeamFTA,TeamFT_pct,TeamORB,TeamDRB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,OpponentFG,OpponentFGA,OpponentFG_pct,Opponent3P,Opponent3PA,Opponent3P_pct,Opponent2P,Opponent2PA,Opponent2P_pct,OpponenteFG_pct,OpponentFT,OpponentFTA,OpponentFT_pct,OpponentORB,OpponentDRB,OpponentTRB,OpponentAST,OpponentSTL,OpponentBLK,OpponentTOV,OpponentPF,team,season
12,12,2022-12-20,@,UC Irvine,REG (Non-Conf),W,62,57,,22,60,.367,4,22,.182,18,38,.474,.400,14,17,.824,14,27,41,8,7,3,14,17,22,59,.373,2,14,.143,20,45,.444,.390,11,16,.688,8,22,30,9,8,5,10,18,harvard,2023
13,13,2022-12-22,@,Kansas,REG (Non-Conf),L,54,68,,21,53,.396,7,22,.318,14,31,.452,.462,5,14,.357,7,19,26,12,3,4,15,13,28,60,.467,4,20,.200,24,40,.600,.500,8,8,1.000,10,28,38,14,11,8,10,15,harvard,2023
14,14,2022-12-28,@,Maine,REG (Non-Conf),W,74,73,OT,30,61,.492,5,20,.250,25,41,.610,.533,9,15,.600,11,30,41,17,4,5,10,11,28,67,.418,11,24,.458,17,43,.395,.500,6,8,.750,6,21,27,14,9,2,7,15,harvard,2023
15,15,2022-12-31,@,Princeton,REG (Conf),L,66,69,,25,60,.417,9,24,.375,16,36,.444,.492,7,16,.438,12,27,39,10,7,9,14,16,26,60,.433,10,25,.400,16,35,.457,.517,7,11,.636,6,30,36,14,6,4,10,14,harvard,2023
16,16,2023-01-06,@,Brown,REG (Conf),W,70,68,OT,27,62,.435,8,23,.348,19,39,.487,.500,8,11,.727,8,28,36,14,7,4,14,14,27,65,.415,8,25,.320,19,40,.475,.477,6,9,.667,5,26,31,15,9,4,11,16,harvard,2023
17,17,2023-01-07,@,Yale,REG (Conf),L,54,58,,18,55,.327,9,35,.257,9,20,.450,.409,9,11,.818,7,24,31,12,8,2,15,15,23,51,.451,4,15,.267,19,36,.528,.490,8,14,.571,6,30,36,13,7,3,15,11,harvard,2023
18,18,2023-01-14,,Columbia,REG (Conf),W,73,51,,30,61,.492,8,21,.381,22,40,.550,.557,5,9,.556,14,34,48,18,4,9,9,11,16,58,.276,5,24,.208,11,34,.324,.319,14,16,.875,5,15,20,3,6,1,7,14,harvard,2023
19,19,2023-01-16,,Dartmouth,REG (Conf),L,59,60,,20,48,.417,6,17,.353,14,31,.452,.479,13,20,.650,7,23,30,10,7,3,12,16,21,50,.420,7,17,.412,14,33,.424,.490,11,17,.647,7,23,30,10,7,3,14,17,harvard,2023
20,20,2023-01-21,,Cornell,REG (Conf),W,95,89,,32,53,.604,10,18,.556,22,35,.629,.698,21,26,.808,7,22,29,22,8,3,11,18,30,58,.517,14,33,.424,16,25,.640,.638,15,19,.789,6,13,19,20,5,0,11,18,harvard,2023
21,21,2023-01-28,@,Pennsylvania,REG (Conf),L,68,83,,22,62,.355,9,24,.375,13,38,.342,.427,15,21,.714,12,24,36,14,7,4,10,16,28,61,.459,11,27,.407,17,34,.500,.549,16,20,.800,7,30,37,17,5,2,9,19,harvard,2023
22,22,2023-02-03,,Yale,REG (Conf),L,57,68,,19,47,.404,3,15,.200,16,32,.500,.436,16,22,.727,7,19,26,7,9,5,14,13,27,57,.474,5,16,.313,22,41,.537,.518,9,12,.750,8,20,28,9,8,5,11,16,harvard,2023
23,23,2023-02-04,,Brown,REG (Conf),L,65,68,,23,61,.377,7,21,.333,16,40,.400,.434,12,16,.750,10,22,32,10,3,0,11,19,22,49,.449,6,17,.353,16,32,.500,.510,18,25,.720,4,29,33,6,8,4,12,15,harvard,2023
24,24,2023-02-11,,Pennsylvania,REG (Conf),L,72,80,,24,58,.414,8,22,.364,16,36,.444,.483,16,21,.762,13,15,28,10,11,4,19,21,25,56,.446,7,21,.333,18,35,.514,.509,23,26,.885,11,19,30,12,8,3,18,20,harvard,2023
25,25,2023-02-17,@,Columbia,REG (Conf),W,83,65,,33,66,.500,5,13,.385,28,53,.528,.538,12,20,.600,14,34,48,17,4,7,14,11,25,66,.379,8,32,.250,17,34,.500,.439,7,8,.875,5,19,24,17,9,6,10,17,harvard,2023
26,26,2023-02-18,@,Cornell,REG (Conf),W,73,56,,25,50,.500,5,18,.278,20,32,.625,.550,18,25,.720,6,24,30,14,9,3,10,17,16,49,.327,7,28,.250,9,21,.429,.398,17,21,.810,10,19,29,8,7,1,13,20,harvard,2023
27,27,2023-02-25,,Princeton,REG (Conf),L,56,58,,19,58,.328,5,23,.217,14,35,.400,.371,13,18,.722,11,23,34,7,4,0,6,12,23,52,.442,7,24,.292,16,28,.571,.510,5,6,.833,5,26,31,11,4,0,9,12,harvard,2023
28,28,2023-03-04,@,Dartmouth,REG (Conf),L,82,87,,33,63,.524,10,24,.417,23,39,.590,.603,6,10,.600,8,15,23,17,12,0,12,14,33,55,.600,10,23,.435,23,32,.719,.691,11,14,.786,7,24,31,19,9,7,18,18,harvard,2023
,,,,,,14-14,1914,1858,,700,1593,.439,184,596,.309,516,997,.518,.497,330,493,.669,279,682,961,370,211,107,361,408,680,1612,.422,201,625,.322,479,987,.485,.484,297,401,.741,212,634,846,322,196,87,347,472,harvard,2023
1,1,2022-11-12,,Mississippi Valley State,REG (Non-Conf),W,72,54,,26,66,.394,9,34,.265,17,32,.531,.462,11,15,.733,16,18,34,12,5,3,11,15,21,49,.429,5,12,.417,16,37,.432,.480,7,9,.778,5,16,21,5,6,3,14,17,hawaii,2023
2,2,2022-11-13,,Eastern Washington,REG (Non-Conf),W,71,51,,25,56,.446,9,23,.391,16,33,.485,.527,12,15,.800,5,20,25,15,6,6,7,18,19,49,.388,2,11,.182,17,38,.447,.408,11,19,.579,10,25,35,5,5,5,16,18,hawaii,2023
3,3,2022-11-15,,Yale,REG (Non-Conf),L,59,62,OT,22,67,.328,6,21,.286,16,46,.348,.373,9,13,.692,14,33,47,9,4,5,16,20,24,64,.375,3,16,.188,21,48,.438,.398,11,16,.688,5,27,32,9,6,7,8,18,hawaii,2023
4,4,2022-11-19,N,Hawaii Pacific,REG (Non-Conf),W,79,55,,32,57,.561,8,21,.381,24,36,.667,.632,7,8,.875,6,29,35,20,5,5,10,11,22,60,.367,5,19,.263,17,41,.415,.408,6,9,.667,5,18,23,11,4,1,10,10,hawaii,2023
5,5,2022-11-25,N,Sacramento State,REG (Non-Conf),W,74,61,,33,55,.600,7,14,.500,26,41,.634,.664,1,3,.333,6,17,23,17,5,4,6,10,24,51,.471,4,17,.235,20,34,.588,.510,9,11,.818,7,15,22,5,4,4,11,9,hawaii,2023
6,6,2022-11-27,N,Texas State,REG (Non-Conf),W,72,65,,23,45,.511,6,16,.375,17,29,.586,.578,20,31,.645,7,20,27,12,2,2,9,13,26,58,.448,5,10,.500,21,48,.438,.491,8,12,.667,9,20,29,5,7,3,8,26,hawaii,2023
7,7,2022-12-01,,Texas A&M–Commerce,REG (Non-Conf),L,51,53,,16,49,.327,5,27,.185,11,22,.500,.378,14,19,.737,3,26,29,12,4,4,12,17,19,60,.317,4,28,.143,15,32,.469,.350,11,15,.733,12,28,40,9,6,2,12,21,hawaii,2023
8,8,2022-12-07,N,UNLV,REG (Non-Conf),L,62,77,,22,62,.355,6,29,.207,16,33,.485,.403,12,18,.667,16,22,38,12,7,6,18,22,23,60,.383,8,18,.444,15,42,.357,.450,23,28,.821,13,26,39,10,8,6,13,18,hawaii,2023
9,9,2022-12-11,,Saint Francis (PA),REG (Non-Conf),W,90,66,,34,63,.540,11,20,.550,23,43,.535,.627,11,16,.688,9,26,35,19,6,4,5,14,26,60,.433,5,18,.278,21,42,.500,.475,9,12,.750,6,21,27,6,2,4,10,16,hawaii,2023
10,10,2022-12-22,,Pepperdine,REG (Non-Conf),W,76,70,,25,55,.455,9,20,.450,16,35,.457,.536,17,25,.680,11,22,33,7,6,2,17,17,24,55,.436,4,15,.267,20,40,.500,.473,18,20,.900,6,17,23,6,9,6,14,18,hawaii,2023
11,11,2022-12-24,,Washington State,REG (Non-Conf),W,62,51,,23,47,.489,3,11,.273,20,36,.556,.521,13,19,.684,4,27,31,6,6,1,10,14,18,59,.305,3,13,.231,15,46,.326,.331,12,15,.800,12,19,31,2,3,1,12,19,hawaii,2023
12,12,2022-12-25,,SMU,REG (Non-Conf),W,58,57,,21,52,.404,4,14,.286,17,38,.447,.442,12,16,.750,5,22,27,9,5,3,13,17,24,55,.436,4,13,.308,20,42,.476,.473,5,9,.556,4,25,29,10,5,3,12,23,hawaii,2023
13,13,2022-12-30,,UC Davis,REG (Conf),W,74,66,,25,51,.490,8,15,.533,17,36,.472,.569,16,22,.727,6,27,33,10,9,12,14,16,23,58,.397,6,14,.429,17,44,.386,.448,14,18,.778,10,23,33,11,6,0,15,23,hawaii,2023
14,14,2022-12-31,,Cal Poly,REG (Conf),W,57,48,,16,43,.372,1,11,.091,15,32,.469,.384,24,30,.800,5,20,25,7,5,2,9,15,20,49,.408,1,10,.100,19,39,.487,.418,7,12,.583,5,18,23,3,4,2,13,23,hawaii,2023
15,15,2023-01-05,@,UC San Diego,REG (Conf),W,62,49,,26,51,.510,8,20,.400,18,31,.581,.588,2,3,.667,7,21,28,15,5,5,12,12,20,51,.392,3,11,.273,17,40,.425,.422,6,9,.667,6,15,21,3,5,2,12,13,hawaii,2023
16,16,2023-01-07,@,Cal State Fullerton,REG (Conf),L,72,79,OT,25,59,.424,4,19,.211,21,40,.525,.458,18,27,.667,14,24,38,9,8,2,22,30,22,54,.407,2,13,.154,20,41,.488,.426,33,41,.805,9,25,34,4,12,4,10,25,hawaii,2023
17,17,2023-01-15,,Long Beach State,REG (Conf),W,79,70,,25,64,.391,7,22,.318,18,42,.429,.445,22,27,.815,13,30,43,6,4,5,12,19,29,72,.403,2,11,.182,27,61,.443,.417,10,16,.625,11,23,34,4,8,6,11,22,hawaii,2023
18,18,2023-01-16,,Cal State Northridge,REG (Conf),W,58,51,,19,51,.373,5,19,.263,14,32,.438,.422,15,20,.750,10,27,37,7,3,7,11,13,18,58,.310,6,16,.375,12,42,.286,.362,9,10,.900,10,21,31,6,8,3,8,20,hawaii,2023
19,19,2023-01-19,@,UC Irvine,REG (Conf),L,68,76,,23,56,.411,7,21,.333,16,35,.457,.473,15,20,.750,9,21,30,12,2,0,12,18,29,59,.492,3,19,.158,26,40,.650,.517,15,19,.789,11,23,34,9,5,2,9,20,hawaii,2023
20,20,2023-01-21,@,UC Riverside,REG (Conf),W,67,63,,24,53,.453,3,12,.250,21,41,.512,.481,16,23,.696,3,29,32,8,5,3,9,19,23,72,.319,6,22,.273,17,50,.340,.361,11,18,.611,12,28,40,10,4,3,10,18,hawaii,2023
21,21,2023-01-27,,UC Santa Barbara,REG (Conf),L,64,65,,23,64,.359,7,23,.304,16,41,.390,.414,11,13,.846,6,19,25,11,6,5,4,10,26,54,.481,5,11,.455,21,43,.488,.528,8,12,.667,4,27,31,7,1,2,9,15,hawaii,2023
22,22,2023-01-29,,Cal State Bakersfield,REG (Conf),W,72,69,,21,44,.477,7,24,.292,14,20,.700,.557,23,29,.793,9,18,27,8,1,3,12,18,23,50,.460,3,11,.273,20,39,.513,.490,20,22,.909,4,15,19,5,8,1,6,21,hawaii,2023
23,23,2023-02-02,@,UC Davis,REG (Conf),L,63,75,,24,51,.471,4,17,.235,20,34,.588,.510,11,14,.786,4,15,19,5,6,1,13,15,28,44,.636,7,12,.583,21,32,.656,.716,12,16,.750,3,21,24,13,8,2,15,15,hawaii,2023
24,24,2023-02-04,@,Cal Poly,REG (Conf),W,69,56,,19,48,.396,8,19,.421,11,29,.379,.479,23,24,.958,3,26,29,11,4,4,10,14,21,53,.396,2,13,.154,19,40,.475,.415,12,13,.923,1,19,20,9,7,4,8,20,hawaii,2023
25,25,2023-02-10,,UC San Diego,REG (Conf),W,69,62,,26,58,.448,10,29,.345,16,29,.552,.534,7,8,.875,8,23,31,14,3,4,9,14,24,60,.400,9,24,.375,15,36,.417,.475,5,7,.714,9,21,30,11,4,2,8,15,hawaii,2023
26,26,2023-02-12,,Cal State Fullerton,REG (Conf),L,51,52,,16,54,.296,8,24,.333,8,30,.267,.370,11,15,.733,13,25,38,11,4,2,14,19,17,46,.370,2,14,.143,15,32,.469,.391,16,19,.842,4,27,31,3,6,5,10,18,hawaii,2023
27,27,2023-02-18,@,Long Beach State,REG (Conf),W,70,67,,25,53,.472,7,21,.333,18,32,.563,.538,13,19,.684,7,25,32,14,6,3,12,18,25,60,.417,5,14,.357,20,46,.435,.458,12,16,.750,10,18,28,19,5,3,11,19,hawaii,2023
28,28,2023-02-20,@,Cal State Bakersfield,REG (Conf),W,61,50,,20,49,.408,8,20,.400,12,29,.414,.490,13,18,.722,10,18,28,9,5,4,12,10,18,51,.353,3,5,.600,15,46,.326,.382,11,13,.846,11,20,31,4,7,7,13,19,hawaii,2023
29,29,2023-02-24,,UC Riverside,REG (Conf),L,52,54,,20,52,.385,4,15,.267,16,37,.432,.423,8,11,.727,7,27,34,7,3,4,11,13,23,64,.359,3,17,.176,20,47,.426,.383,5,8,.625,10,21,31,4,6,1,5,16,hawaii,2023
30,30,2023-02-25,,UC Irvine,REG (Conf),W,72,67,,24,58,.414,5,17,.294,19,41,.463,.457,19,24,.792,6,30,36,12,4,5,10,13,26,66,.394,8,18,.444,18,48,.375,.455,7,10,.700,5,30,35,11,8,1,10,18,hawaii,2023
31,31,2023-03-02,@,Cal State Northridge,REG (Conf),W,81,55,,26,62,.419,11,30,.367,15,32,.469,.508,18,20,.900,10,31,41,17,3,5,7,19,19,49,.388,4,11,.364,15,38,.395,.429,13,22,.591,2,25,27,5,5,2,12,15,hawaii,2023
32,32,2023-03-04,@,UC Santa Barbara,REG (Conf),L,61,81,,22,49,.449,8,18,.444,14,31,.452,.531,9,12,.750,5,21,26,12,3,2,10,13,33,62,.532,8,18,.444,25,44,.568,.597,7,10,.700,6,22,28,21,5,2,3,15,hawaii,2023
Rk,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,hawaii,2023
33,33,2023-03-09,N,Cal State Fullerton,CTOURN,L,60,62,OT,21,55,.382,7,21,.333,14,34,.412,.445,11,17,.647,8,34,42,12,1,2,17,22,23,65,.354,5,19,.263,18,46,.391,.392,11,18,.611,9,23,32,9,11,4,3,18,hawaii,2023
,,,,,,22-11,2208,2039,,772,1799,.429,220,667,.330,552,1132,.488,.490,444,594,.747,265,793,1058,367,151,125,376,528,760,1877,.405,145,493,.294,615,1384,.444,.444,374,504,.742,246,722,968,254,198,103,341,601,hawaii,2023
1,1,2022-11-07,,Pfeiffer,REG (Non-Conf),W,109,71,,40,75,.533,7,25,.280,33,50,.660,.580,22,33,.667,16,28,44,16,15,7,13,17,28,73,.384,6,26,.231,22,47,.468,.425,9,13,.692,16,21,37,15,9,8,23,22,high-point,2023
2,2,2022-11-12,,Wofford,REG (Non-Conf),W,91,80,,31,58,.534,11,26,.423,20,32,.625,.629,18,23,.783,11,28,39,16,5,7,13,27,25,63,.397,8,27,.296,17,36,.472,.460,22,34,.647,15,17,32,16,8,0,8,19,high-point,2023
3,3,2022-11-15,,Lees-McRae,REG (Non-Conf),W,100,83,,34,73,.466,12,29,.414,22,44,.500,.548,20,36,.556,15,35,50,15,13,6,18,10,32,80,.400,13,36,.361,19,44,.432,.481,6,9,.667,11,26,37,26,13,7,21,27,high-point,2023
4,4,2022-11-18,@,UNLV,REG (Non-Conf),L,68,78,,23,62,.371,13,29,.448,10,33,.303,.476,9,13,.692,9,22,31,15,6,6,17,17,31,75,.413,7,27,.259,24,48,.500,.460,9,14,.643,14,28,42,20,9,5,12,13,high-point,2023
5,5,2022-11-21,N,Central Michigan,REG (Non-Conf),W,68,67,,25,62,.403,2,20,.100,23,42,.548,.419,16,29,.552,14,26,40,5,5,2,15,18,23,59,.390,8,24,.333,15,35,.429,.458,13,18,.722,8,25,33,13,3,2,13,24,high-point,2023
6,6,2022-11-23,N,Tennessee State,REG (Non-Conf),W,77,72,,27,63,.429,7,18,.389,20,45,.444,.484,16,24,.667,13,26,39,10,1,4,15,14,27,67,.403,8,28,.286,19,39,.487,.463,10,13,.769,8,23,31,15,6,3,8,23,high-point,2023
7,7,2022-11-30,,Elon,REG (Non-Conf),W,84,70,,31,65,.477,6,25,.240,25,40,.625,.523,16,24,.667,13,22,35,18,6,7,12,20,26,63,.413,4,26,.154,22,37,.595,.444,14,22,.636,16,22,38,16,5,0,16,20,high-point,2023
8,8,2022-12-03,,North Florida,REG (Non-Conf),W,93,88,,30,62,.484,4,14,.286,26,48,.542,.516,29,38,.763,11,29,40,9,4,3,7,17,33,78,.423,10,38,.263,23,40,.575,.487,12,17,.706,13,24,37,13,4,2,9,22,high-point,2023
9,9,2022-12-06,@,Furman,REG (Non-Conf),W,85,82,,32,54,.593,11,17,.647,21,37,.568,.694,10,18,.556,3,28,31,11,2,2,13,12,32,70,.457,9,32,.281,23,38,.605,.521,9,12,.750,7,17,24,18,6,5,5,16,high-point,2023
10,10,2022-12-09,,Queens (NC),REG (Non-Conf),L,79,87,,27,63,.429,7,26,.269,20,37,.541,.484,18,30,.600,9,29,38,13,8,6,9,24,28,63,.444,7,20,.350,21,43,.488,.500,24,35,.686,10,34,44,14,5,3,10,24,high-point,2023
11,11,2022-12-18,@,UNC Wilmington,REG (Non-Conf),L,82,85,,27,64,.422,8,19,.421,19,45,.422,.484,20,32,.625,12,23,35,11,6,2,11,26,24,54,.444,10,23,.435,14,31,.452,.537,27,35,.771,10,27,37,12,8,6,16,28,high-point,2023
12,12,2022-12-21,@,East Carolina,REG (Non-Conf),L,49,60,,17,64,.266,2,25,.080,15,39,.385,.281,13,22,.591,11,33,44,6,8,2,15,17,23,75,.307,6,28,.214,17,47,.362,.347,8,17,.471,21,34,55,14,12,4,15,21,high-point,2023
13,13,2022-12-29,@,Longwood,REG (Conf),L,73,87,,27,57,.474,8,21,.381,19,36,.528,.544,11,18,.611,7,19,26,12,6,3,13,23,27,67,.403,9,25,.360,18,42,.429,.470,24,28,.857,17,25,42,14,5,5,10,19,high-point,2023
14,14,2022-12-31,,Gardner-Webb,REG (Conf),L,73,80,,24,69,.348,8,27,.296,16,42,.381,.406,17,24,.708,12,25,37,12,6,6,9,17,30,64,.469,7,18,.389,23,46,.500,.523,13,19,.684,9,29,38,19,7,7,10,18,high-point,2023
15,15,2023-01-04,,UNC Asheville,REG (Conf),L,72,76,,25,56,.446,5,18,.278,20,38,.526,.491,17,32,.531,10,29,39,12,5,3,13,24,23,54,.426,9,27,.333,14,27,.519,.509,21,32,.656,8,25,33,16,5,2,12,24,high-point,2023
16,16,2023-01-07,@,USC Upstate,REG (Conf),L,57,76,,20,52,.385,6,23,.261,14,29,.483,.442,11,23,.478,8,24,32,6,10,4,21,13,31,62,.500,9,21,.429,22,41,.537,.573,5,11,.455,7,28,35,16,13,6,18,19,high-point,2023
17,17,2023-01-11,@,Charleston Southern,REG (Conf),L,69,106,,26,57,.456,7,23,.304,19,34,.559,.518,10,17,.588,6,17,23,9,6,3,17,19,41,70,.586,13,28,.464,28,42,.667,.679,11,19,.579,14,29,43,21,9,1,11,19,high-point,2023
18,18,2023-01-14,,Presbyterian,REG (Conf),W,64,56,,22,45,.489,4,13,.308,18,32,.563,.533,16,30,.533,9,24,33,11,9,9,16,21,20,53,.377,7,19,.368,13,34,.382,.443,9,22,.409,14,18,32,12,10,3,15,24,high-point,2023
19,19,2023-01-18,,Winthrop,REG (Conf),W,71,66,,25,47,.532,7,19,.368,18,28,.643,.606,14,25,.560,7,33,40,17,10,7,20,19,21,59,.356,9,31,.290,12,28,.429,.432,15,19,.789,3,19,22,14,10,1,14,17,high-point,2023
20,20,2023-01-21,@,Radford,REG (Conf),L,80,95,,27,52,.519,11,24,.458,16,28,.571,.625,15,22,.682,6,21,27,16,1,4,17,22,33,70,.471,5,20,.250,28,50,.560,.507,24,31,.774,18,22,40,8,14,1,7,20,high-point,2023
21,21,2023-01-25,,Campbell,REG (Conf),L,64,72,,24,59,.407,9,32,.281,15,27,.556,.483,7,10,.700,9,27,36,14,2,5,13,20,25,54,.463,4,18,.222,21,36,.583,.500,18,25,.720,5,24,29,9,4,2,6,12,high-point,2023
22,22,2023-01-28,@,Gardner-Webb,REG (Conf),L,58,86,,22,42,.524,7,21,.333,15,21,.714,.607,7,17,.412,6,21,27,11,2,4,19,19,35,65,.538,7,21,.333,28,44,.636,.592,9,15,.600,8,18,26,18,11,0,6,17,high-point,2023
23,23,2023-02-02,@,UNC Asheville,REG (Conf),L,63,89,,23,59,.390,6,25,.240,17,34,.500,.441,11,16,.688,8,17,25,14,7,4,15,21,31,56,.554,10,22,.455,21,34,.618,.643,17,24,.708,8,24,32,14,7,2,12,17,high-point,2023
24,24,2023-02-04,,Charleston Southern,REG (Conf),W,81,73,,26,62,.419,10,31,.323,16,31,.516,.500,19,27,.704,18,23,41,19,6,5,9,17,25,58,.431,10,21,.476,15,37,.405,.517,13,18,.722,9,18,27,12,4,3,10,21,high-point,2023
25,25,2023-02-08,@,Campbell,REG (Conf),L,66,82,,24,58,.414,9,28,.321,15,30,.500,.491,9,14,.643,7,21,28,12,7,5,10,17,30,51,.588,8,22,.364,22,29,.759,.667,14,23,.609,2,28,30,17,5,5,11,15,high-point,2023
26,26,2023-02-11,,Longwood,REG (Conf),L,67,70,,21,51,.412,8,23,.348,13,28,.464,.490,17,24,.708,12,26,38,12,4,6,16,19,22,59,.373,5,24,.208,17,35,.486,.415,21,25,.840,13,22,35,14,4,4,5,19,high-point,2023
27,27,2023-02-15,@,Presbyterian,REG (Conf),W,71,69,,24,60,.400,7,20,.350,17,40,.425,.458,16,25,.640,8,20,28,11,15,3,10,21,21,46,.457,8,15,.533,13,31,.419,.543,19,31,.613,8,25,33,10,1,5,22,22,high-point,2023
28,28,2023-02-18,,USC Upstate,REG (Conf),W,81,66,,30,53,.566,10,21,.476,20,32,.625,.660,11,17,.647,8,20,28,17,6,5,13,14,28,60,.467,4,22,.182,24,38,.632,.500,6,15,.400,9,16,25,13,7,2,13,16,high-point,2023
29,29,2023-02-22,,Radford,REG (Conf),W,69,64,,27,59,.458,5,19,.263,22,40,.550,.500,10,15,.667,9,24,33,14,8,8,9,11,26,54,.481,7,17,.412,19,37,.514,.546,5,7,.714,4,23,27,15,6,1,11,15,high-point,2023
30,30,2023-02-25,@,Winthrop,REG (Conf),L,78,84,,28,68,.412,10,33,.303,18,35,.514,.485,12,22,.545,13,26,39,9,4,6,7,22,27,57,.474,11,29,.379,16,28,.571,.570,19,26,.731,6,24,30,9,3,4,6,18,high-point,2023
Rk,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,high-point,2023
31,31,2023-03-01,N,Charleston Southern,CTOURN,L,70,72,,24,63,.381,7,26,.269,17,37,.459,.437,15,22,.682,11,25,36,10,10,8,9,15,28,63,.444,4,14,.286,24,49,.490,.476,12,25,.480,13,27,40,8,5,6,14,14,high-point,2023
,,,,,,14-17,2312,2392,,813,1834,.443,234,720,.325,579,1114,.520,.507,452,722,.626,311,771,1082,383,203,152,414,573,856,1942,.441,242,749,.323,614,1193,.515,.503,438,654,.670,324,742,1066,451,218,105,369,605,high-point,2023
1,1,2022-11-07,@,Princeton,REG (Non-Conf),W,83,77,,36,66,.545,7,17,.412,29,49,.592,.598,4,6,.667,5,25,30,12,5,3,8,20,29,59,.492,5,20,.250,24,39,.615,.534,14,20,.700,8,25,33,13,3,4,10,12,hofstra,2023
2,2,2022-11-11,,Iona,REG (Non-Conf),W,83,78,,27,55,.491,14,29,.483,13,26,.500,.618,15,19,.789,2,23,25,19,3,3,8,10,32,67,.478,6,17,.353,26,50,.520,.522,8,11,.727,13,24,37,17,4,7,8,18,hofstra,2023
3,3,2022-11-14,,George Washington,REG (Non-Conf),W,85,80,,32,63,.508,14,26,.538,18,37,.486,.619,7,11,.636,9,17,26,19,6,1,8,14,29,53,.547,11,25,.440,18,28,.643,.651,11,12,.917,3,23,26,13,4,5,14,15,hofstra,2023
4,4,2022-11-17,@,San Jose State,REG (Non-Conf),W,85,76,,25,49,.510,11,30,.367,14,19,.737,.622,24,30,.800,3,25,28,13,3,2,7,12,31,67,.463,11,26,.423,20,41,.488,.545,3,5,.600,6,23,29,21,2,1,7,20,hofstra,2023
5,5,2022-11-19,@,St. Mary's (CA),REG (Non-Conf),L,48,76,,19,54,.352,1,16,.063,18,38,.474,.361,9,11,.818,4,25,29,2,5,5,15,7,33,74,.446,8,16,.500,25,58,.431,.500,2,8,.250,14,29,43,13,9,5,7,15,hofstra,2023
6,6,2022-11-25,N,Middle Tennessee,REG (Non-Conf),L,54,64,,20,52,.385,4,19,.211,16,33,.485,.423,10,12,.833,6,20,26,11,5,9,12,9,26,64,.406,6,19,.316,20,45,.444,.453,6,7,.857,10,23,33,13,7,4,11,16,hofstra,2023
7,7,2022-11-26,N,UNC Greensboro,REG (Non-Conf),W,65,53,,21,47,.447,5,18,.278,16,29,.552,.500,18,23,.783,7,24,31,10,6,2,19,17,20,56,.357,4,24,.167,16,32,.500,.393,9,14,.643,9,19,28,11,11,3,16,22,hofstra,2023
8,8,2022-11-27,N,Quinnipiac,REG (Non-Conf),W,72,70,,27,64,.422,12,25,.480,15,39,.385,.516,6,8,.750,5,24,29,11,9,6,11,14,25,63,.397,9,20,.450,16,43,.372,.468,11,14,.786,14,33,47,10,7,4,19,17,hofstra,2023
9,9,2022-11-30,@,George Mason,REG (Non-Conf),L,77,81,OT,27,66,.409,8,28,.286,19,38,.500,.470,15,22,.682,8,25,33,7,5,4,10,22,27,63,.429,8,26,.308,19,37,.514,.492,19,23,.826,12,28,40,12,1,4,15,22,hofstra,2023
10,10,2022-12-07,@,Purdue,REG (Non-Conf),L,66,85,,26,55,.473,9,22,.409,17,33,.515,.555,5,8,.625,0,19,19,15,5,4,9,17,30,62,.484,10,24,.417,20,38,.526,.565,15,20,.750,13,28,41,20,3,4,8,13,hofstra,2023
11,11,2022-12-11,N,Massachusetts,REG (Non-Conf),L,56,71,,21,61,.344,9,31,.290,12,30,.400,.418,5,6,.833,7,21,28,16,8,5,16,15,30,66,.455,5,14,.357,25,52,.481,.492,6,14,.429,12,29,41,14,10,4,12,13,hofstra,2023
12,12,2022-12-19,@,South Florida,REG (Non-Conf),L,70,77,,24,50,.480,9,21,.429,15,29,.517,.570,13,15,.867,5,18,23,10,5,0,16,20,28,63,.444,6,20,.300,22,43,.512,.492,15,21,.714,16,19,35,14,8,0,12,16,hofstra,2023
13,13,2022-12-22,,Old Westbury,REG (Non-Conf),W,96,48,,39,77,.506,15,42,.357,24,35,.686,.604,3,6,.500,12,38,50,29,10,6,7,8,19,69,.275,7,32,.219,12,37,.324,.326,3,7,.429,7,26,33,7,5,1,12,8,hofstra,2023
