Rk,Gtm,Date,...4,Opp,Type,ScoreRslt,ScoreTm,ScoreOpp,ScoreOT,TeamFG,TeamFGA,TeamFG_pct,Team3P,Team3PA,Team3P_pct,Team2P,Team2PA,Team2P_pct,TeameFG_pct,TeamFT,TeamFTA,TeamFT_pct,TeamORB,TeamDRB,TeamTRB,TeamAST,TeamSTL,TeamBLK,TeamTOV,TeamPF,OpponentFG,OpponentFGA,OpponentFG_pct,Opponent3P,Opponent3PA,Opponent3P_pct,Opponent2P,Opponent2PA,Opponent2P_pct,OpponenteFG_pct,OpponentFT,OpponentFTA,OpponentFT_pct,OpponentORB,OpponentDRB,OpponentTRB,OpponentAST,OpponentSTL,OpponentBLK,OpponentTOV,OpponentPF,team,season
19,19,2022-01-25,@,North Dakota State,REG (Conf),L,56,77,,21,63,.333,7,26,.269,14,37,.378,.389,7,7,1.000,9,17,26,8,7,1,10,17,27,48,.563,11,22,.500,16,26,.615,.677,12,17,.706,4,30,34,18,4,5,15,14,st-thomas-mn,2022
20,20,2022-01-29,@,Western Illinois,REG (Conf),L,52,81,,18,56,.321,7,32,.219,11,24,.458,.384,9,12,.750,4,19,23,10,6,0,11,16,33,59,.559,7,24,.292,26,35,.743,.619,8,10,.800,8,31,39,18,5,1,12,16,st-thomas-mn,2022
21,21,2022-02-03,@,Kansas City,REG (Conf),L,72,81,,26,51,.510,3,12,.250,23,39,.590,.539,17,19,.895,3,20,23,6,4,3,13,18,30,61,.492,9,16,.563,21,45,.467,.566,12,15,.800,12,19,31,14,5,4,12,19,st-thomas-mn,2022
22,22,2022-02-05,@,Oral Roberts,REG (Conf),L,66,88,,27,66,.409,6,25,.240,21,41,.512,.455,6,9,.667,8,20,28,8,4,1,6,13,33,72,.458,14,38,.368,19,34,.559,.556,8,10,.800,14,28,42,20,3,5,6,13,st-thomas-mn,2022
23,23,2022-02-08,,Kansas City,REG (Conf),L,67,76,,22,55,.400,7,25,.280,15,30,.500,.464,16,23,.696,10,21,31,9,4,0,13,25,23,53,.434,1,10,.100,22,43,.512,.443,29,37,.784,9,25,34,5,6,3,8,22,st-thomas-mn,2022
24,24,2022-02-10,,North Dakota,REG (Conf),L,70,78,,26,60,.433,7,24,.292,19,36,.528,.492,11,15,.733,6,18,24,6,9,0,5,17,27,55,.491,14,28,.500,13,27,.481,.618,10,17,.588,10,27,37,17,2,4,13,16,st-thomas-mn,2022
25,25,2022-02-12,,North Dakota State,REG (Conf),L,64,75,,22,53,.415,3,21,.143,19,32,.594,.443,17,23,.739,3,18,21,6,4,2,7,18,26,54,.481,7,18,.389,19,36,.528,.546,16,20,.800,7,28,35,12,2,2,9,20,st-thomas-mn,2022
26,26,2022-02-17,@,South Dakota,REG (Conf),L,60,81,,22,59,.373,9,34,.265,13,25,.520,.449,7,9,.778,4,17,21,11,6,0,6,20,27,48,.563,9,19,.474,18,29,.621,.656,18,22,.818,6,31,37,14,1,1,12,15,st-thomas-mn,2022
27,27,2022-02-19,@,South Dakota State,REG (Conf),L,60,79,,21,68,.309,14,45,.311,7,23,.304,.412,4,6,.667,9,23,32,14,1,1,7,15,28,51,.549,8,19,.421,20,32,.625,.627,15,17,.882,1,36,37,16,2,2,9,10,st-thomas-mn,2022
28,28,2022-02-22,@,North Dakota,REG (Conf),W,84,74,,27,55,.491,10,30,.333,17,25,.680,.582,20,22,.909,4,28,32,13,4,4,5,17,26,59,.441,11,22,.500,15,37,.405,.534,11,13,.846,7,25,32,11,0,0,8,22,st-thomas-mn,2022
29,29,2022-02-24,,Denver,REG (Conf),L,80,91,,29,61,.475,11,28,.393,18,33,.545,.566,11,16,.688,11,14,25,13,4,0,9,16,32,48,.667,11,18,.611,21,30,.700,.781,16,20,.800,3,19,22,16,2,2,9,17,st-thomas-mn,2022
30,30,2022-02-26,,Omaha,REG (Conf),W,95,74,,32,53,.604,10,22,.455,22,31,.710,.698,21,26,.808,5,22,27,13,5,0,7,20,26,53,.491,4,10,.400,22,43,.512,.528,18,27,.667,8,16,24,7,4,2,14,22,st-thomas-mn,2022
,,,,,,10-20,2241,2260,,800,1815,.441,334,935,.357,466,880,.530,.533,307,405,.758,186,615,801,377,155,38,225,511,814,1661,.490,257,673,.382,557,988,.564,.567,375,515,.728,213,781,994,387,102,88,327,463,st-thomas-mn,2022
1,1,2021-11-09,,Tarleton State,REG (Non-Conf),W,62,50,,20,47,.426,6,21,.286,14,26,.538,.489,16,22,.727,10,24,34,12,3,1,13,11,21,52,.404,7,25,.280,14,27,.519,.471,1,3,.333,5,16,21,8,6,1,11,20,stanford,2022
2,2,2021-11-12,@,Santa Clara,REG (Non-Conf),L,72,88,,28,71,.394,7,25,.280,21,46,.457,.444,9,10,.900,15,20,35,13,7,3,15,18,34,57,.596,12,25,.480,22,32,.688,.702,8,15,.533,4,25,29,27,6,5,12,12,stanford,2022
3,3,2021-11-15,,San Jose State,REG (Non-Conf),W,76,62,,30,61,.492,4,14,.286,26,47,.553,.525,12,25,.480,14,24,38,15,6,2,8,20,21,46,.457,6,20,.300,15,26,.577,.522,14,25,.560,5,20,25,5,5,4,14,23,stanford,2022
4,4,2021-11-17,,Valparaiso,REG (Non-Conf),W,74,60,,25,54,.463,11,23,.478,14,31,.452,.565,13,18,.722,5,27,32,18,10,4,14,14,21,51,.412,8,27,.296,13,24,.542,.490,10,12,.833,2,23,25,6,9,3,19,16,stanford,2022
5,5,2021-11-20,@,Baylor,REG (Non-Conf),L,48,86,,18,45,.400,4,13,.308,14,32,.438,.444,8,16,.500,11,19,30,10,5,3,22,18,33,60,.550,10,26,.385,23,34,.676,.633,10,17,.588,7,17,24,20,16,3,9,16,stanford,2022
6,6,2021-11-23,,North Carolina A&T,REG (Non-Conf),W,79,65,,28,64,.438,8,25,.320,20,39,.513,.500,15,25,.600,17,29,46,19,5,4,15,14,23,68,.338,10,34,.294,13,34,.382,.412,9,12,.750,10,19,29,10,12,2,11,21,stanford,2022
7,7,2021-11-28,@,Colorado,REG (Conf),L,76,80,,26,52,.500,10,24,.417,16,28,.571,.596,14,15,.933,6,24,30,16,2,0,14,24,27,55,.491,7,19,.368,20,36,.556,.555,19,26,.731,8,17,25,12,8,3,5,14,stanford,2022
8,8,2021-12-12,,Oregon,REG (Conf),W,72,69,,25,57,.439,8,24,.333,17,33,.515,.509,14,20,.700,12,19,31,13,8,3,14,20,23,56,.411,7,20,.350,16,36,.444,.473,16,23,.696,11,16,27,7,8,3,12,18,stanford,2022
9,9,2021-12-16,,Dartmouth,REG (Non-Conf),W,89,78,OT,35,68,.515,6,17,.353,29,51,.569,.559,13,25,.520,12,30,42,14,6,2,9,16,28,61,.459,10,22,.455,18,39,.462,.541,12,14,.857,4,26,30,11,6,4,10,21,stanford,2022
10,10,2021-12-19,N,Texas,REG (Non-Conf),L,53,60,,20,48,.417,4,16,.250,16,32,.500,.458,9,13,.692,8,23,31,13,7,3,20,18,24,56,.429,4,16,.250,20,40,.500,.464,8,12,.667,9,20,29,10,8,2,13,17,stanford,2022
11,11,2021-12-22,N,Wyoming,REG (Non-Conf),W,66,63,,24,62,.387,5,22,.227,19,40,.475,.427,13,20,.650,14,26,40,11,3,3,8,16,26,61,.426,4,23,.174,22,38,.579,.459,7,13,.538,8,24,32,11,3,2,7,16,stanford,2022
12,12,2021-12-23,N,Liberty,REG (Non-Conf),W,79,76,,25,44,.568,12,20,.600,13,24,.542,.705,17,27,.630,5,31,36,14,3,3,23,25,23,56,.411,10,26,.385,13,30,.433,.500,20,28,.714,2,18,20,9,6,2,10,22,stanford,2022
13,13,2022-01-11,,Southern California,REG (Conf),W,75,69,,25,57,.439,10,24,.417,15,33,.455,.526,15,21,.714,6,24,30,16,10,3,11,24,21,49,.429,6,21,.286,15,28,.536,.490,21,32,.656,3,29,32,12,5,8,11,19,stanford,2022
14,14,2022-01-13,@,Washington State,REG (Conf),W,62,57,,23,49,.469,6,19,.316,17,30,.567,.531,10,17,.588,5,27,32,13,10,3,15,17,23,57,.404,7,26,.269,16,31,.516,.465,4,10,.400,9,20,29,10,8,3,15,16,stanford,2022
15,15,2022-01-15,@,Washington,REG (Conf),L,64,67,,22,49,.449,6,20,.300,16,29,.552,.510,14,23,.609,9,32,41,12,3,6,21,17,21,59,.356,10,28,.357,11,31,.355,.441,15,22,.682,11,14,25,11,8,4,8,19,stanford,2022
16,16,2022-01-20,,Arizona,REG (Conf),L,57,85,,21,70,.300,7,23,.304,14,47,.298,.350,8,15,.533,20,21,41,10,8,2,16,23,31,56,.554,6,21,.286,25,35,.714,.607,17,21,.810,5,27,32,20,5,8,14,17,stanford,2022
17,17,2022-01-22,,Arizona State,REG (Conf),W,79,76,,19,50,.380,9,19,.474,10,31,.323,.470,32,41,.780,13,20,33,12,9,1,16,16,31,59,.525,7,25,.280,24,34,.706,.585,7,9,.778,6,23,29,9,9,6,15,28,stanford,2022
18,18,2022-01-27,@,Southern California,REG (Conf),W,64,61,,23,54,.426,9,21,.429,14,33,.424,.509,9,11,.818,7,19,26,16,6,1,6,13,22,49,.449,9,21,.429,13,28,.464,.541,8,10,.800,7,20,27,17,5,4,13,14,stanford,2022
19,19,2022-01-29,@,UCLA,REG (Conf),L,43,66,,13,48,.271,3,20,.150,10,28,.357,.302,14,20,.700,7,29,36,8,3,0,20,21,22,59,.373,4,29,.138,18,30,.600,.407,18,24,.750,7,27,34,15,11,5,9,18,stanford,2022
20,20,2022-02-01,,California,REG (Conf),W,57,50,,21,50,.420,3,15,.200,18,35,.514,.450,12,17,.706,4,28,32,5,5,2,6,15,18,51,.353,3,14,.214,15,37,.405,.382,11,12,.917,4,24,28,5,2,0,8,16,stanford,2022
21,21,2022-02-03,,Washington State,REG (Conf),L,60,66,,23,59,.390,7,31,.226,16,28,.571,.449,7,10,.700,14,18,32,13,4,0,13,17,24,49,.490,10,23,.435,14,26,.538,.592,8,16,.500,5,20,25,12,7,4,11,18,stanford,2022
22,22,2022-02-06,,Washington,REG (Conf),W,87,69,,33,65,.508,11,27,.407,22,38,.579,.592,10,16,.625,14,27,41,21,7,8,19,15,27,69,.391,6,22,.273,21,47,.447,.435,9,15,.600,11,15,26,9,10,5,11,14,stanford,2022
23,23,2022-02-08,,UCLA,REG (Conf),L,70,79,,29,54,.537,7,20,.350,22,34,.647,.602,5,10,.500,8,18,26,8,3,2,11,10,34,62,.548,6,16,.375,28,46,.609,.597,5,5,1.000,9,16,25,12,4,1,5,11,stanford,2022
24,24,2022-02-10,@,Oregon,REG (Conf),L,60,68,,25,58,.431,6,25,.240,19,33,.576,.483,4,4,1.000,10,25,35,9,4,2,15,19,24,57,.421,7,22,.318,17,35,.486,.482,13,15,.867,6,21,27,11,7,4,10,9,stanford,2022
25,25,2022-02-12,@,Oregon State,REG (Conf),W,76,65,,29,49,.592,10,23,.435,19,26,.731,.694,8,12,.667,9,22,31,15,3,0,16,18,27,54,.500,5,14,.357,22,40,.550,.546,6,11,.545,3,14,17,18,10,0,5,17,stanford,2022
26,26,2022-02-17,,Utah,REG (Conf),L,56,60,,21,58,.362,8,30,.267,13,28,.464,.431,6,9,.667,13,25,38,14,3,3,11,12,22,55,.400,6,16,.375,16,39,.410,.455,10,15,.667,9,25,34,6,3,4,8,12,stanford,2022
27,27,2022-02-19,,Colorado,REG (Conf),L,53,70,,21,54,.389,5,20,.250,16,34,.471,.435,6,11,.545,10,20,30,7,7,2,14,19,24,46,.522,6,13,.462,18,33,.545,.587,16,23,.696,5,20,25,10,8,4,12,14,stanford,2022
28,28,2022-02-26,@,California,REG (Conf),L,39,53,,12,51,.235,4,18,.222,8,33,.242,.275,11,14,.786,8,22,30,5,3,3,7,11,22,51,.431,5,21,.238,17,30,.567,.480,4,8,.500,4,32,36,12,4,7,6,16,stanford,2022
29,29,2022-03-03,@,Arizona,REG (Conf),L,69,81,,29,61,.475,9,19,.474,20,42,.476,.549,2,9,.222,11,23,34,16,5,2,17,23,27,53,.509,5,16,.313,22,37,.595,.557,22,27,.815,4,23,27,19,10,5,10,14,stanford,2022
30,30,2022-03-05,@,Arizona State,REG (Conf),L,56,65,,19,51,.373,10,26,.385,9,25,.360,.471,8,15,.533,11,23,34,15,9,3,21,18,25,51,.490,2,17,.118,23,34,.676,.510,13,18,.722,4,20,24,16,8,2,14,14,stanford,2022
Rk,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,stanford,2022
31,31,2022-03-09,N,Arizona State,CTOURN,W,71,70,,26,61,.426,7,24,.292,19,37,.514,.484,12,14,.857,9,28,37,18,6,4,10,14,26,61,.426,15,28,.536,11,33,.333,.549,3,7,.429,5,24,29,14,5,7,8,14,stanford,2022
32,32,2022-03-10,N,Arizona,CTOURN,L,80,84,,32,59,.542,11,20,.550,21,39,.538,.636,5,8,.625,6,23,29,18,5,5,12,20,31,65,.477,9,24,.375,22,41,.537,.546,13,19,.684,15,19,34,21,8,2,9,14,stanford,2022
,,,,,,16-16,2124,2198,,770,1780,.433,233,688,.339,537,1092,.492,.498,351,533,.659,323,770,1093,419,178,83,452,556,806,1791,.450,229,700,.327,577,1091,.529,.514,357,519,.688,207,674,881,395,230,117,335,530,stanford,2022
1,1,2021-11-09,,LSU-Alexandria,REG (Non-Conf),W,82,73,,32,62,.516,8,20,.400,24,42,.571,.581,10,18,.556,13,26,39,17,6,2,22,17,28,62,.452,8,20,.400,20,42,.476,.516,9,15,.600,7,19,26,13,6,6,19,20,stephen-f-austin,2022
2,2,2021-11-11,,Mary Hardin-Baylor,REG (Non-Conf),W,76,63,,31,64,.484,7,22,.318,24,42,.571,.539,7,12,.583,12,25,37,17,14,8,21,18,21,54,.389,9,24,.375,12,30,.400,.472,12,15,.800,8,18,26,9,12,5,25,15,stephen-f-austin,2022
3,3,2021-11-14,,South Dakota State,REG (Non-Conf),L,71,83,,29,68,.426,8,23,.348,21,45,.467,.485,5,10,.500,10,21,31,15,10,4,15,17,32,58,.552,9,25,.360,23,33,.697,.629,10,16,.625,5,26,31,18,4,1,18,18,stephen-f-austin,2022
4,4,2021-11-19,,Middle Tennessee,REG (Non-Conf),W,87,74,,29,57,.509,5,9,.556,24,48,.500,.553,24,32,.750,12,24,36,17,9,1,15,27,20,49,.408,5,24,.208,15,25,.600,.459,29,39,.744,9,16,25,14,6,4,19,29,stephen-f-austin,2022
5,5,2021-11-23,N,Buffalo,REG (Non-Conf),W,79,78,,32,74,.432,2,7,.286,30,67,.448,.446,13,23,.565,15,20,35,7,12,3,8,21,28,55,.509,6,19,.316,22,36,.611,.564,16,23,.696,9,25,34,10,6,3,20,23,stephen-f-austin,2022
6,6,2021-11-24,N,Saint Louis,REG (Non-Conf),L,68,79,,23,52,.442,2,12,.167,21,40,.525,.462,20,27,.741,6,19,25,10,9,7,14,24,22,53,.415,6,16,.375,16,37,.432,.472,29,35,.829,9,23,32,12,5,5,15,20,stephen-f-austin,2022
7,7,2021-11-28,@,Northwestern State,REG (Non-Conf),W,72,68,,28,62,.452,7,23,.304,21,39,.538,.508,9,15,.600,13,23,36,11,9,10,14,11,28,61,.459,9,19,.474,19,42,.452,.533,3,7,.429,8,24,32,21,10,3,14,12,stephen-f-austin,2022
8,8,2021-12-01,,Lincoln (CA),REG (Non-Conf),W,90,54,,32,57,.561,10,21,.476,22,36,.611,.649,16,22,.727,8,28,36,24,15,5,21,22,18,53,.340,3,12,.250,15,41,.366,.368,15,22,.682,9,18,27,6,8,1,25,20,stephen-f-austin,2022
9,9,2021-12-04,,Wiley,REG (Non-Conf),W,100,76,,40,65,.615,6,14,.429,34,51,.667,.662,14,16,.875,10,18,28,27,12,6,15,16,30,61,.492,5,13,.385,25,48,.521,.533,11,19,.579,12,10,22,12,12,3,19,15,stephen-f-austin,2022
10,10,2021-12-11,N,Liberty,REG (Non-Conf),W,63,51,,20,51,.392,8,15,.533,12,36,.333,.471,15,24,.625,8,27,35,12,7,2,12,11,19,59,.322,8,36,.222,11,23,.478,.390,5,6,.833,11,22,33,9,6,3,11,21,stephen-f-austin,2022
11,11,2021-12-14,,Louisiana–Monroe,REG (Non-Conf),L,69,82,,24,49,.490,7,21,.333,17,28,.607,.561,14,24,.583,8,16,24,15,8,6,17,14,32,59,.542,11,21,.524,21,38,.553,.636,7,11,.636,8,17,25,19,11,1,14,21,stephen-f-austin,2022
12,12,2021-12-18,@,Kansas,REG (Non-Conf),L,72,80,,31,58,.534,7,17,.412,24,41,.585,.595,3,4,.750,6,22,28,16,9,1,19,21,26,54,.481,7,19,.368,19,35,.543,.546,21,27,.778,9,16,25,14,8,6,15,11,stephen-f-austin,2022
13,13,2022-01-06,@,Abilene Christian,REG (Conf),W,64,58,,22,43,.512,10,22,.455,12,21,.571,.628,10,16,.625,3,31,34,15,3,7,22,21,21,56,.375,2,17,.118,19,39,.487,.393,14,18,.778,3,18,21,11,11,2,15,20,stephen-f-austin,2022
14,14,2022-01-08,@,Tarleton State,REG (Conf),L,71,77,OT,27,56,.482,6,22,.273,21,34,.618,.536,11,18,.611,12,23,35,17,4,7,23,27,25,61,.410,1,14,.071,24,47,.511,.418,26,31,.839,14,19,33,16,8,3,14,20,stephen-f-austin,2022
15,15,2022-01-11,,Texas–Rio Grande Valley,REG (Conf),W,86,75,,29,63,.460,7,24,.292,22,39,.564,.516,21,30,.700,8,24,32,14,8,5,10,25,23,55,.418,8,22,.364,15,33,.455,.491,21,27,.778,11,25,36,9,1,2,16,22,stephen-f-austin,2022
16,16,2022-01-15,@,Sam Houston State,REG (Conf),L,41,49,,15,57,.263,3,25,.120,12,32,.375,.289,8,12,.667,8,21,29,9,8,0,11,15,16,49,.327,7,26,.269,9,23,.391,.398,10,17,.588,9,28,37,10,6,4,15,16,stephen-f-austin,2022
17,17,2022-01-17,,Lamar,REG (Conf),W,86,78,,24,51,.471,9,23,.391,15,28,.536,.559,29,36,.806,7,18,25,15,11,3,13,19,26,57,.456,8,24,.333,18,33,.545,.526,18,22,.818,14,17,31,12,8,5,16,23,stephen-f-austin,2022
18,18,2022-01-20,,Grand Canyon,REG (Conf),W,71,46,,26,66,.394,7,20,.350,19,46,.413,.447,12,19,.632,14,24,38,14,7,6,8,20,16,49,.327,5,22,.227,11,27,.407,.378,9,16,.563,7,24,31,6,1,6,20,19,stephen-f-austin,2022
19,19,2022-01-22,,New Mexico State,REG (Conf),L,58,72,,24,63,.381,6,23,.261,18,40,.450,.429,4,5,.800,9,17,26,14,12,5,10,19,26,59,.441,14,28,.500,12,31,.387,.559,6,10,.600,15,28,43,12,3,6,17,15,stephen-f-austin,2022
20,20,2022-01-26,@,Seattle,REG (Conf),L,62,70,,19,53,.358,6,23,.261,13,30,.433,.415,18,26,.692,11,28,39,9,2,3,15,15,26,59,.441,10,29,.345,16,30,.533,.525,8,11,.727,4,21,25,16,8,4,8,19,stephen-f-austin,2022
21,21,2022-01-29,@,California Baptist,REG (Conf),W,81,77,,30,61,.492,2,7,.286,28,54,.519,.508,19,23,.826,14,19,33,18,12,4,17,26,21,49,.429,8,24,.333,13,25,.520,.510,27,33,.818,10,18,28,14,7,5,17,21,stephen-f-austin,2022
22,22,2022-02-03,,Utah Valley,REG (Conf),W,78,59,,30,58,.517,4,15,.267,26,43,.605,.552,14,19,.737,12,23,35,12,10,3,17,22,20,57,.351,5,14,.357,15,43,.349,.395,14,18,.778,9,16,25,7,6,1,21,20,stephen-f-austin,2022
23,23,2022-02-05,,Dixie State,REG (Conf),W,81,52,,30,54,.556,5,20,.250,25,34,.735,.602,16,20,.800,9,27,36,14,14,5,23,22,16,59,.271,3,23,.130,13,36,.361,.297,17,27,.630,17,17,34,8,14,2,24,19,stephen-f-austin,2022
24,24,2022-02-10,@,Chicago State,REG (Conf),W,81,61,,30,62,.484,5,17,.294,25,45,.556,.524,16,24,.667,12,26,38,16,13,5,14,21,22,56,.393,9,24,.375,13,32,.406,.473,8,16,.500,7,20,27,12,5,2,20,19,stephen-f-austin,2022
25,25,2022-02-16,,Chicago State,REG (Conf),W,88,71,,32,53,.604,6,14,.429,26,39,.667,.660,18,31,.581,7,24,31,23,8,3,14,18,26,61,.426,7,31,.226,19,30,.633,.484,12,19,.632,10,15,25,12,8,0,22,24,stephen-f-austin,2022
26,26,2022-02-19,@,Lamar,REG (Conf),W,70,56,,28,61,.459,2,14,.143,26,47,.553,.475,12,20,.600,14,19,33,13,14,1,14,11,24,47,.511,4,15,.267,20,32,.625,.553,4,7,.571,3,22,25,13,6,7,24,20,stephen-f-austin,2022
27,27,2022-02-24,,Sam Houston State,REG (Conf),W,69,67,,26,51,.510,8,19,.421,18,32,.563,.588,9,20,.450,9,19,28,19,7,1,16,19,27,60,.450,3,20,.150,24,40,.600,.475,10,15,.667,13,20,33,13,10,3,14,18,stephen-f-austin,2022
28,28,2022-02-26,,Abilene Christian,REG (Conf),W,73,71,,28,52,.538,4,11,.364,24,41,.585,.577,13,23,.565,12,23,35,12,5,6,14,25,21,54,.389,6,19,.316,15,35,.429,.444,23,27,.852,9,18,27,13,5,1,10,19,stephen-f-austin,2022
29,29,2022-03-02,@,New Mexico State,REG (Conf),W,73,71,,28,57,.491,6,15,.400,22,42,.524,.544,11,17,.647,6,15,21,15,11,2,9,24,24,46,.522,9,20,.450,15,26,.577,.620,14,25,.560,10,21,31,15,2,7,17,17,stephen-f-austin,2022
30,30,2022-03-05,@,Texas–Rio Grande Valley,REG (Conf),W,93,63,,33,59,.559,7,18,.389,26,41,.634,.619,20,27,.741,10,27,37,26,6,2,13,21,19,50,.380,3,13,.231,16,37,.432,.410,22,29,.759,4,13,17,11,6,5,14,18,stephen-f-austin,2022
Rk,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,stephen-f-austin,2022
31,31,2022-03-10,N,Abilene Christian,CTOURN,L,62,76,,18,51,.353,5,18,.278,13,33,.394,.402,21,24,.875,9,21,30,7,5,6,21,23,26,49,.531,7,15,.467,19,34,.559,.602,17,23,.739,2,21,23,17,13,2,13,23,stephen-f-austin,2022
Rk,Gtm,Date,,Opp,Type,Rslt,Tm,Opp,OT,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,stephen-f-austin,2022
32,32,2022-03-19,N,UNC Asheville,CBI,L,68,80,,27,59,.458,4,18,.222,23,41,.561,.492,10,15,.667,8,16,24,11,10,1,16,18,27,53,.509,12,23,.522,15,30,.500,.623,14,19,.737,10,23,33,17,8,6,19,17,stephen-f-austin,2022
,,,,,,22-10,2385,2190,,877,1849,.474,189,572,.330,688,1277,.539,.525,442,652,.678,315,714,1029,481,290,130,493,630,756,1764,.429,217,671,.323,539,1093,.493,.490,461,645,.715,285,638,923,401,230,114,550,614,stephen-f-austin,2022
1,1,2021-11-09,,Fla. Memorial,REG (Non-Conf),W,74,67,,25,57,.439,7,24,.292,18,33,.545,.500,17,23,.739,9,22,31,14,13,2,16,11,28,61,.459,5,21,.238,23,40,.575,.500,6,8,.750,7,22,29,9,6,0,16,15,stetson,2022
2,2,2021-11-12,@,Georgia Tech,REG (Non-Conf),L,52,77,,21,60,.350,6,27,.222,15,33,.455,.400,4,7,.571,4,24,28,13,11,2,16,9,33,64,.516,9,19,.474,24,45,.533,.586,2,7,.286,7,31,38,22,9,1,16,13,stetson,2022
3,3,2021-11-17,@,Miami (OH),REG (Non-Conf),L,65,80,,23,55,.418,12,36,.333,11,19,.579,.527,7,8,.875,2,25,27,16,3,1,11,18,27,59,.458,9,24,.375,18,35,.514,.534,17,18,.944,5,29,34,18,7,2,4,9,stetson,2022
4,4,2021-11-19,@,Lamar,REG (Non-Conf),W,60,59,,22,57,.386,5,17,.294,17,40,.425,.430,11,16,.688,9,27,36,16,1,2,10,17,23,61,.377,8,24,.333,15,37,.405,.443,5,8,.625,8,24,32,15,4,3,7,17,stetson,2022
5,5,2021-11-27,,Campbell,REG (Non-Conf),L,58,60,,20,48,.417,12,26,.462,8,22,.364,.542,6,9,.667,3,21,24,13,8,3,11,12,24,50,.480,7,18,.389,17,32,.531,.550,5,10,.500,5,23,28,14,8,0,10,13,stetson,2022
6,6,2021-12-01,@,Florida Atlantic,REG (Non-Conf),L,73,83,,29,57,.509,7,15,.467,22,42,.524,.570,8,14,.571,7,16,23,15,6,0,16,15,34,58,.586,9,22,.409,25,36,.694,.664,6,6,1.000,8,18,26,21,8,2,13,15,stetson,2022
7,7,2021-12-04,@,Florida International,REG (Non-Conf),L,65,72,,25,60,.417,2,21,.095,23,39,.590,.433,13,22,.591,11,26,37,8,7,4,15,23,23,51,.451,10,28,.357,13,23,.565,.549,16,27,.593,3,23,26,12,6,1,10,18,stetson,2022
8,8,2021-12-11,,Ohio,REG (Non-Conf),L,45,55,,18,57,.316,5,24,.208,13,33,.394,.360,4,5,.800,12,22,34,9,3,2,13,14,18,49,.367,5,19,.263,13,30,.433,.418,14,16,.875,7,26,33,8,4,2,11,10,stetson,2022
9,9,2021-12-13,,Johnson (FL),REG (Non-Conf),W,104,58,,44,82,.537,10,26,.385,34,56,.607,.598,6,13,.462,16,29,45,28,14,8,11,10,25,68,.368,8,26,.308,17,42,.405,.426,0,0,,5,21,26,15,6,4,21,14,stetson,2022
10,10,2021-12-16,,College of Charleston,REG (Non-Conf),W,67,59,,26,56,.464,7,21,.333,19,35,.543,.527,8,14,.571,8,25,33,15,8,7,15,16,20,63,.317,4,26,.154,16,37,.432,.349,15,21,.714,15,22,37,11,9,1,13,16,stetson,2022
11,11,2021-12-20,@,Miami (FL),REG (Non-Conf),L,72,82,,27,55,.491,13,26,.500,14,29,.483,.609,5,6,.833,5,25,30,21,3,0,12,13,28,62,.452,14,29,.483,14,33,.424,.565,12,20,.600,13,21,34,20,8,2,6,9,stetson,2022
12,12,2021-12-22,,Piedmont,REG (Non-Conf),W,97,53,,36,68,.529,18,46,.391,18,22,.818,.662,7,10,.700,11,27,38,25,18,1,7,7,20,53,.377,12,28,.429,8,25,.320,.491,1,2,.500,4,18,22,17,4,3,21,6,stetson,2022
13,13,2021-12-30,,Point,REG (Non-Conf),W,77,65,,31,68,.456,9,27,.333,22,41,.537,.522,6,11,.545,13,29,42,17,5,4,8,10,27,64,.422,7,18,.389,20,46,.435,.477,4,8,.500,7,23,30,15,4,3,11,13,stetson,2022
14,14,2022-01-04,,Liberty,REG (Conf),L,59,75,,19,51,.373,8,26,.308,11,25,.440,.451,13,17,.765,6,17,23,11,8,0,11,12,31,53,.585,9,23,.391,22,30,.733,.670,4,6,.667,4,25,29,18,4,1,11,16,stetson,2022
15,15,2022-01-08,@,North Florida,REG (Conf),W,68,66,OT,29,67,.433,7,14,.500,22,53,.415,.485,3,4,.750,12,26,38,10,6,1,11,17,25,63,.397,5,28,.179,20,35,.571,.437,11,17,.647,11,22,33,11,6,8,12,10,stetson,2022
